DEBUG: General     , 1659312229815> 720,692> LoggerManager.init                  > Initializing...
DEBUG: Multiplayer , 1659329243679> 17,733,375> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16011 (12629.6, 1990.2)
DEBUG: Multiplayer , 1659329243896> 17,733,592> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16038 (12625.549, 1981.8236)
DEBUG: Multiplayer , 1659329243896> 17,733,592> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15997 (12620.7, 1999.2)
DEBUG: Multiplayer , 1659329243896> 17,733,592> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15279 (12620.2, 2007.5)
DEBUG: Multiplayer , 1659329243896> 17,733,592> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15872 (12635.4, 1984.3)
DEBUG: Multiplayer , 1659329243896> 17,733,592> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15281 (12626.6, 2005.4)
DEBUG: Multiplayer , 1659329243896> 17,733,593> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15209 (12635.2, 2006.3)
DEBUG: Multiplayer , 1659329243897> 17,733,593> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15195 (12631.3, 2008.6)
DEBUG: Multiplayer , 1659329243897> 17,733,593> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14786 (12531.009, 2005.5)
DEBUG: Multiplayer , 1659329243897> 17,733,593> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16167 (12619.5, 1977.2)
DEBUG: Multiplayer , 1659329243897> 17,733,593> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16129 (12616.7, 1997.255)
DEBUG: Multiplayer , 1659329243897> 17,733,593> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16067 (12629.4, 1977.5)
DEBUG: Multiplayer , 1659329243897> 17,733,593> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16097 (12614.2, 1994.3)
DEBUG: Multiplayer , 1659329243897> 17,733,593> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16133 (12618.7, 1994.2)
DEBUG: Multiplayer , 1659329243897> 17,733,593> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15203 (12630.2, 2006.4)
DEBUG: Multiplayer , 1659329243897> 17,733,593> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15350 (12615.7, 2001.4)
DEBUG: Multiplayer , 1659329243897> 17,733,594> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15278 (12621.7, 2008.3)
DEBUG: Multiplayer , 1659329243898> 17,733,594> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15883 (12632.6, 1983.5)
DEBUG: Multiplayer , 1659329243898> 17,733,594> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14967 (12648.2, 2015.6)
DEBUG: Multiplayer , 1659329243898> 17,733,594> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14975 (12647.4, 2016.5)
DEBUG: Multiplayer , 1659329243898> 17,733,594> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15661 (12595.119, 1958.7479)
DEBUG: Multiplayer , 1659329243898> 17,733,594> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16158 (12618.7, 1977.4)
DEBUG: Multiplayer , 1659329243898> 17,733,594> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16096 (12613.5, 1995.6)
DEBUG: Multiplayer , 1659329243898> 17,733,594> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16098 (12615.3, 1993.6)
DEBUG: Multiplayer , 1659329243898> 17,733,594> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15627 (12652.7, 1980.7)
DEBUG: Multiplayer , 1659329243898> 17,733,594> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15912 (12634.429, 1980.0667)
DEBUG: Multiplayer , 1659329243898> 17,733,594> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15766 (12643.199, 1987.199)
DEBUG: Multiplayer , 1659329243898> 17,733,595> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14614 (12680.582, 2051.0872)
DEBUG: Multiplayer , 1659329243899> 17,733,595> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15666 (12589.527, 1960.8949)
DEBUG: Multiplayer , 1659329243899> 17,733,595> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16099 (12617.4, 1991.4)
DEBUG: Multiplayer , 1659329243899> 17,733,595> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14955 (12647.2, 2015.7)
DEBUG: Multiplayer , 1659329243899> 17,733,595> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15162 (12635.3, 2022.4)
DEBUG: Multiplayer , 1659329243899> 17,733,595> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15139 (12635.2, 2027.4)
DEBUG: Multiplayer , 1659329243899> 17,733,595> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15938 (12633.279, 1969.5)
DEBUG: Multiplayer , 1659329243899> 17,733,595> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15926 (12638.4, 1978.2)
DEBUG: Multiplayer , 1659329243899> 17,733,595> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15360 (12619.2, 2006.7)
DEBUG: Multiplayer , 1659329243899> 17,733,595> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15367 (12619.3, 2001.7)
DEBUG: Multiplayer , 1659329243899> 17,733,595> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15544 (12662.2, 1987.7)
DEBUG: Multiplayer , 1659329243899> 17,733,596> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14855 (12646.5, 2039.7)
DEBUG: Multiplayer , 1659329243900> 17,733,596> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16159 (12616.7, 1976.2)
DEBUG: Multiplayer , 1659329243900> 17,733,596> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16121 (12618.5, 1995.7)
DEBUG: Multiplayer , 1659329243900> 17,733,596> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15196 (12630.5, 2007.4)
DEBUG: Multiplayer , 1659329243900> 17,733,596> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15259 (12629.5, 2007.6)
DEBUG: Multiplayer , 1659329244121> 17,733,817> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16120 (12615.7, 1997.7)
DEBUG: Multiplayer , 1659329244121> 17,733,817> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15362 (12617.6, 2003.7)
DEBUG: Multiplayer , 1659329244121> 17,733,817> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15020 (12640.2, 2003.3)
DEBUG: Multiplayer , 1659329244121> 17,733,817> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16132 (12613.7, 1996.2)
DEBUG: Multiplayer , 1659329244121> 17,733,817> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15819 (12648.3, 1977.5)
DEBUG: Multiplayer , 1659329244121> 17,733,817> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15859 (12630.2, 1990.6)
DEBUG: Multiplayer , 1659329244121> 17,733,817> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15900 (12635.3, 1987.6)
DEBUG: Multiplayer , 1659329244121> 17,733,817> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15341 (12619.3, 2004.7)
DEBUG: Multiplayer , 1659329244121> 17,733,818> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14993 (12646.3, 2013.4)
DEBUG: Multiplayer , 1659329244121> 17,733,818> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14903 (12642.3, 2026.3)
DEBUG: Multiplayer , 1659329244122> 17,733,818> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16040 (12622.67, 1981.4022)
DEBUG: Multiplayer , 1659329244122> 17,733,818> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15867 (12633.4, 1990.7)
DEBUG: Multiplayer , 1659329244122> 17,733,818> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15440 (12527.5, 1997.5)
DEBUG: Multiplayer , 1659329244122> 17,733,818> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14666 (12509.538, 2054.931)
DEBUG: Multiplayer , 1659329244122> 17,733,818> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15999 (12624.2, 1991.4)
DEBUG: Multiplayer , 1659329244122> 17,733,818> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14915 (12647.7, 2027.2)
DEBUG: Multiplayer , 1659329244122> 17,733,818> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14885 (12644.3, 2037.2)
DEBUG: Multiplayer , 1659329244122> 17,733,818> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14886 (12643.4, 2036.7)
DEBUG: Multiplayer , 1659329244122> 17,733,818> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15907 (12633.4, 1983.3)
DEBUG: Multiplayer , 1659329244122> 17,733,818> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15031 (12641.2, 2005.5)
DEBUG: Multiplayer , 1659329244122> 17,733,818> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16140 (12617.6, 1989.7)
DEBUG: Multiplayer , 1659329244122> 17,733,818> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14746 (12541.174, 2010.5297)
DEBUG: Multiplayer , 1659329244122> 17,733,819> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15135 (12633.4, 2020.5)
DEBUG: Multiplayer , 1659329244122> 17,733,819> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15125 (12632.5, 2022.3)
DEBUG: Multiplayer , 1659329244123> 17,733,819> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14928 (12641.4, 2029.7)
DEBUG: Multiplayer , 1659329244123> 17,733,819> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15267 (12621.3, 2003.7)
DEBUG: Multiplayer , 1659329244123> 17,733,819> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15404 (12539.5, 1978.5485)
DEBUG: Multiplayer , 1659329244123> 17,733,819> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14757 (12534.775, 2012.1888)
DEBUG: Multiplayer , 1659329244123> 17,733,819> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15103 (12639.7, 2035.2)
DEBUG: Multiplayer , 1659329244123> 17,733,819> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15996 (12629.3, 1991.5)
DEBUG: Multiplayer , 1659329244123> 17,733,819> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15347 (12617.5, 2004.5)
DEBUG: Multiplayer , 1659329244123> 17,733,819> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15329 (12619.4, 2012.4)
DEBUG: Multiplayer , 1659329244123> 17,733,819> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15556 (12666.7, 1980.5)
DEBUG: Multiplayer , 1659329244123> 17,733,819> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14989 (12640.2, 2016.3)
DEBUG: Multiplayer , 1659329244333> 17,734,029> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15265 (12627.2, 2009.3)
DEBUG: Multiplayer , 1659329244333> 17,734,029> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15268 (12622.7, 2007.4)
DEBUG: Multiplayer , 1659329244333> 17,734,029> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15641 (12655.6, 1970.3)
DEBUG: Multiplayer , 1659329244333> 17,734,029> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15109 (12638.3, 2030.6)
DEBUG: Multiplayer , 1659329244333> 17,734,030> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15205 (12631.3, 2004.2)
DEBUG: Multiplayer , 1659329244333> 17,734,030> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15348 (12614.4, 2003.4)
DEBUG: Multiplayer , 1659329244334> 17,734,030> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14753 (12530.802, 2013.4943)
DEBUG: Multiplayer , 1659329244334> 17,734,030> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15147 (12631.2, 2023.7)
DEBUG: Multiplayer , 1659329244334> 17,734,030> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15283 (12621.3, 2005.4)
DEBUG: Multiplayer , 1659329244334> 17,734,030> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15366 (12613.6, 2002.4)
DEBUG: Multiplayer , 1659329244334> 17,734,030> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15551 (12664.7, 1987.2)
DEBUG: Multiplayer , 1659329244334> 17,734,030> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15287 (12623.3, 2003.7)
DEBUG: Multiplayer , 1659329244334> 17,734,030> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15190 (12635.4, 2011.6)
DEBUG: Multiplayer , 1659329244334> 17,734,030> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15112 (12633.2, 2029.4)
DEBUG: Multiplayer , 1659329244334> 17,734,030> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14731 (12663.276, 2038.5656)
DEBUG: Multiplayer , 1659329244334> 17,734,031> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16151 (12616.5, 1981.7)
DEBUG: Multiplayer , 1659329244334> 17,734,031> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15807 (12648.5, 1979.5)
DEBUG: Multiplayer , 1659329244335> 17,734,031> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14734 (12650.513, 2003.4932)
DEBUG: Multiplayer , 1659329244335> 17,734,031> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15113 (12632.3, 2029.3)
DEBUG: Multiplayer , 1659329244335> 17,734,031> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15136 (12634.6, 2029.7)
DEBUG: Multiplayer , 1659329244335> 17,734,031> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14845 (12643.3, 2040.3)
DEBUG: Multiplayer , 1659329244335> 17,734,031> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15667 (12584.55, 1954.6846)
DEBUG: Multiplayer , 1659329244335> 17,734,031> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16093 (12619.6, 1999.4)
DEBUG: Multiplayer , 1659329244335> 17,734,031> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14952 (12645.2, 2016.7)
DEBUG: Multiplayer , 1659329244335> 17,734,031> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15919 (12631.6, 1972.4)
DEBUG: Multiplayer , 1659329244335> 17,734,031> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15684 (12642.3, 1999.3)
DEBUG: Multiplayer , 1659329244335> 17,734,031> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15260 (12626.6, 2007.7)
DEBUG: Multiplayer , 1659329244335> 17,734,032> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15637 (12658.6, 1978.2)
DEBUG: Multiplayer , 1659329244335> 17,734,032> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16163 (12614.2, 1971.3)
DEBUG: Multiplayer , 1659329244335> 17,734,032> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15264 (12628.5, 2009.7)
DEBUG: Multiplayer , 1659329244336> 17,734,032> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14866 (12642.7, 2039.4)
DEBUG: Multiplayer , 1659329244336> 17,734,032> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14649 (12527.5, 2053.5)
DEBUG: Multiplayer , 1659329244336> 17,734,032> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16094 (12616.4, 1998.5)
DEBUG: Multiplayer , 1659329244336> 17,734,032> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14994 (12646.6, 2012.7)
DEBUG: Multiplayer , 1659329244336> 17,734,032> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14902 (12644.6, 2026.6)
DEBUG: Multiplayer , 1659329244336> 17,734,032> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14876 (12645.3, 2039.6)
DEBUG: Multiplayer , 1659329244336> 17,734,032> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16104 (12619.4, 1997.5)
DEBUG: Multiplayer , 1659329244336> 17,734,032> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15352 (12613.4, 2008.4)
DEBUG: Multiplayer , 1659329244336> 17,734,032> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15336 (12617.4, 2010.7)
DEBUG: Multiplayer , 1659329244336> 17,734,032> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15389 (12540.6, 1972.3)
DEBUG: Multiplayer , 1659329244336> 17,734,033> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14739 (12547.5, 2018.5)
DEBUG: Multiplayer , 1659329244336> 17,734,033> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14859 (12645.2, 2036.3)
DEBUG: Multiplayer , 1659329244526> 17,734,222> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15664 (12590.101, 1968.3392)
DEBUG: Multiplayer , 1659329244526> 17,734,222> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15706 (12641.483, 1989.4264)
DEBUG: Multiplayer , 1659329244526> 17,734,222> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15214 (12635.7, 2008.2)
DEBUG: Multiplayer , 1659329244526> 17,734,222> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15093 (12636.6, 2036.5)
DEBUG: Multiplayer , 1659329244526> 17,734,222> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16117 (12617.3, 1998.4)
DEBUG: Multiplayer , 1659329244526> 17,734,222> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15254 (12620.165, 2010.8145)
DEBUG: Multiplayer , 1659329244526> 17,734,223> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14892 (12642.6, 2031.5)
DEBUG: Multiplayer , 1659329244526> 17,734,223> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15060 (12639.7, 2040.4)
DEBUG: Multiplayer , 1659329244526> 17,734,223> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16168 (12613.48, 1974.6885)
DEBUG: Multiplayer , 1659329244526> 17,734,223> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15449 (12520.257, 1990.8367)
DEBUG: Multiplayer , 1659329244527> 17,734,223> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15039 (12642.3, 2005.3)
DEBUG: Multiplayer , 1659329244527> 17,734,223> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14889 (12648.7, 2034.7)
DEBUG: Multiplayer , 1659329244527> 17,734,223> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14832 (12643.2, 2041.6)
DEBUG: Multiplayer , 1659329244527> 17,734,223> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16143 (12618.4, 1986.4)
DEBUG: Multiplayer , 1659329244527> 17,734,223> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15204 (12635.6, 2005.3)
DEBUG: Multiplayer , 1659329244527> 17,734,223> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15545 (12666.4, 1986.2)
DEBUG: Multiplayer , 1659329244527> 17,734,223> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14933 (12646.6, 2026.6)
DEBUG: Multiplayer , 1659329244527> 17,734,223> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15861 (12633.5, 1992.7)
DEBUG: Multiplayer , 1659329244527> 17,734,223> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14837 (12643.3, 2041.2)
DEBUG: Multiplayer , 1659329244527> 17,734,223> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16164 (12615.682, 1970.5762)
DEBUG: Multiplayer , 1659329244527> 17,734,223> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15549 (12666.7, 1980.3)
DEBUG: Multiplayer , 1659329244527> 17,734,224> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15118 (12637.3, 2025.2)
DEBUG: Multiplayer , 1659329244527> 17,734,224> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-14842 (12643.4, 2043.6)
DEBUG: Multiplayer , 1659329244527> 17,734,224> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15107 (12636.5, 2031.6)
DEBUG: Multiplayer , 1659329244528> 17,734,224> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15084 (12638.4, 2037.6)
DEBUG: Multiplayer , 1659329244528> 17,734,224> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-16042 (12622.7, 1978.5)
DEBUG: Multiplayer , 1659329244528> 17,734,224> NetworkZombiePacker.receivePacket   > Zombie was deleted ID:-15758 (12647.6, 1984.2)
